state,startup,website,foundedDate,description,personaEnd,jobEnd,persona,job,personaAbstract,jobAbstract,taskDetail,jobHow,market,marketDetail,interest,nextStep,status,industries,revenueEstimated,location,investors,operatingStatus,leadInvestors,totalFunding,exitDate,contactEmail,contactPhone,crunchbaseURL,IPOstatus,contactsInCrunchbase,acquisitionStatus,type,fundingDate,employeeSize
AZ,Precision Epigenomics,http://precision-epigenomics.com,1/1/2020,Precision Epigenomics is a molecular diagnostic company that develops molecular diagnostic assays for cancer diagnosis.,,,doctors,diagnosing cancer,doctors,diagnose patients,diagnose cancer,molecular diagnostic tests. Novel testes and services,medium,medium - do they have any traction? ,1,,"check website, do they have any traction? - 11/16 checked website and do not see signs of traction. Claim to have a patent pending on a ""Sentinel-10"". Changing interest level to 1","Biotechnology, Health Diagnostics, Medical",,"Tucson, Arizona, United States",,Active,,,,info@precision-epigenomics.com,,https://www.crunchbase.com/organization/precision-epigenomics,Private,,,For Profit,,10
AZ,Vetsy,https://www.vetsy.net/,3/4/2020,The first true Vet on Demand.,,,pet owners,get vet services,pet owners,get treatment,get vet services for pets,,,,1,,"check website to see if worth doing KPI due diligence - 11/16 checked website, not even hosted or owner of domain. Changed interest to 1",,,"Scottsdale, Arizona, United States",,Active,,,,,,https://www.crunchbase.com/organization/vetsy,Private,,,For Profit,3/4/2020,10
AZ,Newmark Networks,https://newmarknetworks.com,9/1/2020,SaaS,,,construction companies,training construction workers,construction,"learning, certification",train and certify new construction workers,worker certification and trianing software platform,medium,"medium - suspect this is a me-too in a highly fragmented market. However, worth asking Bart",1,,"11/16 tried their website, nothing shows up. Moving to interest 1","SaaS, Software",,"Tempe, Arizona, United States",,Active,,,,kevin@newmarknetworks.com,480.205.3051,https://www.crunchbase.com/organization/newmark-networks,Private,,,For Profit,,10
AZ,Lemna,http://lemna.farm,10/8/2020,Biotechnology for phytoremediation of livestock manure wastewater via duckweed,,,aquatic plan growers,fertilize,,,,technology monitored manure water,low,low - not an area of expertise for me,1,,11/16 - not an early stage startup. They've been around since 80s. ,Biotechnology,,"Gilbert, Arizona, United States",,Active,,,,travis@lemna.farm,,https://www.crunchbase.com/organization/lemna,Private,,,For Profit,,10
AZ,Uplinq,https://uplinq.ai,11/1/2020,"Saas, Automated Bookkeeping, Financial Intelligence",,,SMB owners and bookeepers,Bookkeeping,,,,data access (incomplete solution),low,low - don't believe data access is in and of itself a solution,1,,,"Accounting, Business Intelligence, Financial Services, FinTech, Software",,"Tempe, Arizona, United States","Live Oak Banking Company, Merus Capital, AZ-VC",Active,,7293407,,info@up-linq.com,(623) 252-3101,https://www.crunchbase.com/organization/uplinq-cf69,Private,2,,For Profit,8/19/2022,50
AZ,Abstrakt,https://abstrakt.ai/,1/1/2020,Real-Time Call Coaching Software,telemarketers and sales,control what they say and prompt them,"Sales managers, commercial excellence",control what sales & telemakreters say on the phone,,,,real-time conversation coaching,low,"low - technology doesn't seem like a good solution. Invasive, plus super crowded even if big market. Technology not ",1,could ask for a demo to prove myself wrong,,Software,,"Phoenix, Arizona, United States",Startup Showdown,Active,1,1273487,,sales@abstrakt.ai,,https://www.crunchbase.com/organization/abstrakt-6ae0,Private,,,For Profit,9/13/2022,10
AZ,ActiveClass,https://www.activeclass.com,1/1/2021,ActiveClass is a social learning platform for higher education that puts courses and the campus community into one place.,students,consuming education content,"teachers, technology decision makers at schools",deliver content using technoloyg,,,,,low,"low - crowded me-too market, easy to replicate",1,,,E-Learning,,"Tempe, Arizona, United States","CampusLogic, Parchment, PHX Ventures",Active,1,1900000,,contact@activeclass.com,+1 480-900-8933,https://www.crunchbase.com/organization/activeclass,Private,2,Made Acquisitions,For Profit,10/25/2021,10
AZ,Guidely,https://guidely.com/,1/1/2020,Guidely is a marketplace that creates powerful matches between Guides and people looking for personal and spiritual growth.,,,lifestyle coaches and their clients,find and administer lifestyle coaching,,,,online marketplace in an app,medium,medium - could be an early entrant into a growing market. Problem is lifestyle coaches may not want to pay for this when alternatives are free and market is competitive,1,,,"Marketplace, Personal Health, Wellness",,"Phoenix, Arizona, United States",Tarl Robinson,Active,1,4000000,,hello@guidely.com,,https://www.crunchbase.com/organization/guidely,Private,4,,For Profit,12/14/2021,10
AZ,Terkel,https://terkel.io,10/1/2020,Terkel is a question and answer marketplace that connects brands with expert insights.,,,,,,,,,,,1,,,"Brand Marketing, Digital Media, Marketplace, Q&A",,"Scottsdale, Arizona, United States","Calm Company Fund, Stout Street Capital, Sonoran Founders Fund",Active,1,1350000,,community@terkel.io,,https://www.crunchbase.com/organization/terkel,Private,2,,For Profit,7/11/2022,10
AZ,Easy Button Capital,https://www.easybuttonhomesales.com/,10/1/2021,Residential Property Investment and Management Technology Company,,,,,,,,,,,1,,,"Artificial Intelligence, Blockchain, Information Technology, Internet of Things, Property Management, Real Estate Investment",,"Scottsdale, Arizona, United States",,Active,,1285000,,brandonb@easybuttonhs.com,(877) 311-2027,https://www.crunchbase.com/organization/easy-button-capital,Private,,,For Profit,10/18/2021,10
AZ,Job.Guide,https://job.guide/,10/4/2021,Job Board,,,,,,,,simplified job board. Only showing jobs in AZ now,low,"low - they might succeed, but this is a huge space and their soution is not revolutionary",1,,,Recruiting,,"Phoenix, Arizona, United States",,Active,,2100000,,contact+crunchbase48578@job.guide,,https://www.crunchbase.com/organization/job-guide,Private,,,For Profit,9/3/2021,50
AZ,Spark Green Homes,https://sparkgreenhomes.com/,1/1/2020,Spark Green Homes provides a PropTech platform to simplify and maximize solar home transactions.,,,,,,,,,low,low - I am not interested in solar sales. ,1,,,"Home Services, Information Technology, Property Management",,"Tempe, Arizona, United States",,Active,,500002,,info@sparkpros.com,480.612.8312,https://www.crunchbase.com/organization/spark-green-homes,Private,,,For Profit,3/21/2022,10
AZ,Rad Golf,https://radgolf.com/,1/1/2021,Rad Golf operates as a golf technology company.,,,,,,,,,low,Low - me-too golf equipment supplier,1,,,Golf,,"Scottsdale, Arizona, United States",,Active,,1000000,,,,https://www.crunchbase.com/organization/rad-golf,Private,,,For Profit,6/1/2021,10
AZ,Zample Corporation,https://zamplepowered.com,1/1/2021,Zample is an AI-Based Technology company with the idea to make the workplace for businesses and consumers easier.,,,,,,,,,low,Low - another rmarketing agency,1,,,"Artificial Intelligence, Professional Services, Software",,"Phoenix, Arizona, United States",,Active,,350000,,social@zamplepowered.com,,https://www.crunchbase.com/organization/zample-corporation,Private,,,For Profit,1/1/2021,50
AZ,Zendoor,https://zendoor.com,1/1/2021,"Zendoor is a real estate technology company that serves as the ""brokerage of record"" for the nation's most ambitious property managers.",,,renters,Find apartment,,,,online,low,"low - me too, nothing better than existing",1,,,"Real Estate, Rental Property, Residential, Software",,"Phoenix, Arizona, United States",,Active,,,,talent@zendoor.com,,https://www.crunchbase.com/organization/zendoor,Private,1,,For Profit,,50
AZ,Crypto Makr,https://www.cryptomakr.com,8/4/2021,Community crypto project/fintech company.,,,,,,,,"vague, not explained well",low,low - not clear definition,1,,,"Financial Services, FinTech",,"Mesa, Arizona, United States",,Active,,10000,,founder@cryptomakr.com,,https://www.crunchbase.com/organization/crypto-makr,Private,,,For Profit,9/10/2021,10
AZ,Infinite Legacy,https://infinitelegacy.org,1/1/2020,Infinite Legacy is a prominent marketing and retail sales firm with an expertise in customer acquisition and satisfaction.,,,,,,,,,,marketing agency for telecom,1,,,"Advertising, Consulting, Customer Service, Direct Marketing, Marketing, Retail, Sales",,"Tucson, Arizona, United States",,Active,,,,hr@infinitelegacy.org,520-222-9608,https://www.crunchbase.com/organization/infinite-legacy,Private,,,For Profit,,50
AZ,Modrinth,https://modrinth.com,1/16/2020,"An open source platform where users can discover, play, and build Minecraft mods",,,,,,,,,low,minecraft mods,1,,,"Developer Platform, Gaming, Software",,"Chandler, Arizona, United States",,Active,,,,admin@modrinth.com,,https://www.crunchbase.com/organization/rinth,Private,,,For Profit,,10
AZ,VIVAHR,https://vivahr.com,1/5/2020,SaaS Recruiting Automation Software,,,,,,,,not better than existing,low,"low - easy to copy, other players better positioned to adopt their gimmick",1,,,"Human Resources, SaaS, Software",,"Phoenix, Arizona, United States",,Active,,,,support@vivahr.com,,https://www.crunchbase.com/organization/vivahr,Private,1,,For Profit,,10
AZ,FAMIGO,https://www.famigo.com,1/1/2021,"A marketplace for fans to connect with musicians, creators and service professionals to financially support their creation and career",,,content creators,get paid by your fans,,,,online tool,low,low - me-too late entrant,1,,,"Internet, Marketplace, Mobile Payments, Music, Payments",Less than $1M,"Phoenix, Arizona, United States",,Active,,,,support@famigo.com,,https://www.crunchbase.com/organization/bravo,Private,,,For Profit,,10
AZ,Ascent Capital Partners,,8/1/2021,We are a premier advisory and venture capital firm focused on the entrepreneurial community.,,,,,,,,,low,low - vc and wealth management,1,,,"Financial Services, Venture Capital, Wealth Management",,"Scottsdale, Arizona, United States",,Active,,,,info@myascent.net,480-841-6956,https://www.crunchbase.com/organization/ascent-ventures-lp,Private,,,For Profit,,10
AZ,NapLab,https://naplab.com/,8/1/2021,"NapLab reviews mattresses with a battery of objective tests, original research, and quantifiable measurements.",,,,,,,,,low,low - online mattress review and test portal. Like Consumer Product review just for mattresses,1,,,"E-Commerce, Information Services, Retail",,"Phoenix, Arizona, United States",,Active,,,,contact@naplab.com,9133140472,https://www.crunchbase.com/organization/naplab,Private,1,,For Profit,,10
AZ,THX News,https://thxnews.com,5/1/2020,THX news publishes the latest breaking world news 24/7. Original world news articles published daily.,,,people who want news,getting news,,,,me-too,low,"low - ad revenue, not scalable",1,,,,,"Tucson, Arizona, United States",,Active,,,,admin@thxnews.com,5202257619,https://www.crunchbase.com/organization/thx-news,Private,1,,For Profit,,50
AZ,Quantum5,https://quantum5.ai,1/1/2020,Quantum5 provides training and sales skills for digital transformation.,,,company executives and leaders,implementing digital transformation,,,,consulting,low,low- consulting not scalable,1,,,"Digital Marketing, Retail, Software",$1M to $10M,"Scottsdale, Arizona, United States",,Active,,,,info@quantum5.ai,,https://www.crunchbase.com/organization/quantum5,Private,3,,For Profit,,50
AZ,Mobile Trainers,https://mobiletrainers.com,10/21/2020,In-Home Personal Training,,,people working out,work out coaching,,,,at home digital,low,none - competitive market me-too solution,1,,,Fitness,,"Scottsdale, Arizona, United States",,Active,,,,info@mobiletrainers.com,8018724637,https://www.crunchbase.com/organization/mobile-trainers,Private,,,For Profit,,10
AZ,JMS Inspired,https://jmsinspired.com/,10/5/2020,"An inspirational lifestyle brand that offers the sale of apparel, accessories, books and coaching services.",,,,,,,,,low,"low - not scalable, lifestyle company",1,,,"Consulting, E-Commerce, Fashion, Sales",,"Phoenix, Arizona, United States",,Active,,,,support@jmsinspired.com,980-328-5857,https://www.crunchbase.com/organization/jms-inspired,Private,,,For Profit,,10
AZ,EnabledUp,https://www.enabledup.com/,1/1/2020,"EnabledUp provides revenue operations, enablement, and sales development training.",,,,,,,,,low,"low - training, not scalable. Basically consulting",1,,,"Consulting, Internet, SaaS, Solar, Web Design",,"Tempe, Arizona, United States",,Active,,,,,,https://www.crunchbase.com/organization/enabledup,Private,,,For Profit,,10
AZ,ART Asset Adjusters,https://artassetadjusters.com/,1/1/2020,"ART Asset Adjusters provides impounds, transportation, voluntary recovery, storage, and financial services.",,,asset ownsers,asset recovery,,,,"asset recovery services, e.g. impounds",low,low - not 10x scalable ,1,,,"Automotive, Financial Services, Transportation",,"Phoenix, Arizona, United States",,Active,,,,info@artassetadjusters.com,623-295-0099,https://www.crunchbase.com/organization/art-asset-adjusters,Private,1,,For Profit,,50
AZ,Arizona Pristine Roofing,https://arizonapristineroofing.com/,8/27/2020,"Arizona Pristine Roofing is a top-rated, family owned and operated roofing company.",,,Construction GC,roofing,,,,roofing company,low,low - not 10x scalable ,1,,,Construction,,"Queen Creek, Arizona, United States",,Active,,,,info@arizonapristineroofing.com,623-257-7663,https://www.crunchbase.com/organization/arizona-pristine-roofing,Private,,,For Profit,,10
AZ,C Schreiber LLC,https://www.cschreiber.llc,1/1/2021,C Schreiber LLC provides CISO coaching services to help universities simplify and improve their cybersecurity strategy.,,,education IT,Cyber protection,,,,Cyber consulting,low,low - consulting firm,1,,,"Consulting, Education, Information Technology",,"Tucson, Arizona, United States",,Active,,,,sales@cschreiber.llc,520-497-3614,https://www.crunchbase.com/organization/c-schreiber-llc,Private,1,,For Profit,,10
AZ,ScriblX,https://www.scriblx.com,2/10/2020,"Platform, Digital Health, mHealth, AI, Consumer Health, Personalized Health, Global Health",,,,,,,,,,,1,,11/16 - website is coming soon and 2 years old,"Consumer Goods, Consumer Software, Health Care, Personal Health, Wellness",,"Scottsdale, Arizona, United States",,Active,,,,hello@scriblx.dev,6232539001,https://www.crunchbase.com/organization/scriblx,Private,,,For Profit,,10
AZ,Crom Distribution,http://cromdistribution.com/,3/14/2022,"Retailer company, designed to use AI-Machine learning to brighten the future of retail.",,,,,,,,,,,1,,11/16 - checked and no website exists,,,"Sun City, Arizona, United States",,Active,,,,management@cromdistribution.com,6238508540,https://www.crunchbase.com/organization/crom-distribution,Private,,,For Profit,,10
AZ,Republizon,https://www.republizon.com,3/3/2021,Republizon is the alternative to Amazon without censorship or participation in cancel culture.,,,,,,,,,low,"what - No website, instagram is as stupid as it sounds.",1,,,"E-Commerce, Internet",,"Phoenix, Arizona, United States",,Active,,,,help@republizon.com,9285994595,https://www.crunchbase.com/organization/republizon,Private,,,For Profit,,10
AZ,Exertia,https://www.exertia.com,7/1/2021,Pushing the development of nuclear energy at scale to overcome the inertial challenges of climate change and achieve greater sustainability.,,,Nuclear power advocates,make nuclear power more prevalent,,,,advocacy,low,"low - seems like not the profit maker, but I could be wrong - check website",0,,"11/16 - checked website, pages are dead. Changed to 0","Energy, Nuclear, Power Grid, Renewable Energy",,"Phoenix, Arizona, United States",,Active,,,,,,https://www.crunchbase.com/organization/exertia,Private,,,For Profit,,10
AZ,OUTREC,https://www.outrec.com/,9/11/2020,"Marketplace to immediately book thrilling outdoor adventures near you. ATV rental, UTV rental, Off-road Rental, Boat Rental and more!",,,recreation renters,find and book recreation rentals,recreation fans,equipment rental,find and rent recreation vehicles and equipment,online,low,curious - probalby just a me-too in a crowded market,0,,"11/16 - checked website, it's not a growth engine at least I don't think. The one boat they had to rent in AZ was at Lake Pleasant and was priced at $3,500/day. I also worry about potential liabilities when I got on their website. Who gets sued when someone gets killed renting another person's ATV from their site? Moving to 0","Adventure Travel, Boating, E-Commerce Platforms, Marine Transportation, Marketplace, Mobile Apps, Peer to Peer, Sharing Economy",,"Phoenix, Arizona, United States",,Active,,,,tyler@outrec.com,4807799246,https://www.crunchbase.com/organization/outrec,Private,,,For Profit,,10
AZ,shorte,,4/17/2020,Shorte is a curated short film platform that is changing the way short films are experienced and consumed.,,,entertainment,watch short films,bored people,entertainment,find and watch short films,online platform,moderate,"medium - market isn't saturated yet, could be cool",0,,"11/16 -checked website, non existent and the market is saturated and also has to compete with youtube","Apps, Digital Entertainment, Media and Entertainment",,"Scottsdale, Arizona, United States",Holekamp Seed Fund,Active,1,,,shortefestival@gmail.com,4803380626,https://www.crunchbase.com/organization/shorte,Private,,,For Profit,5/3/2020,10
AZ,Wellington Press,https://wellingtonpress.io/,8/31/2020,"Wellington Press is a USA Based Indie Publishing House, headquartered in Scottsdale, Arizona, founded by Roman Alexander Wellington in 2020.",,,,,,,,,moderate,moderate - check kpis. Suspect this market is growing for indi publishing,0,,"11/16 - checked website, it's the guys vanity business. All the books are his",Publishing,,"Scottsdale, Arizona, United States",,Active,,,,contact@wellingtonpress.io,(480) 485-8637,https://www.crunchbase.com/organization/wellington-press,Private,,,For Profit,,10
AZ,SynSaber,https://synsaber.com,1/28/2020,"SynSaber develops an industrial asset and network monitoring that provides continuous insight into status, vulnerabilities, and threats.",,,CIO,protect company network,,,,cyber attach defenses,low,low - me too in a crowded space,0,,,"Cyber Security, Industrial, Information Technology, Network Security",,"Chandler, Arizona, United States","Rally Ventures, Cyber Mentor Fund, SYN Ventures",Active,1,15500000,,info@synsaber.com,,https://www.crunchbase.com/organization/synsaber,Private,3,,For Profit,8/18/2022,10
AZ,Bundle x Joy,https://bundlexjoy.com/,1/1/2021,"Bundle x Joy is a consumer goods company on a mission to deliver convenience, curation, and community to every pet person.",,,pet owner,supplies for pets,,,,monthly subscription delivery,low,low - me too in a crowded space,0,,,"Consumer Goods, Pet, Subscription Service",,"Glendale, Arizona, United States",,Active,,557500,,jessica@bundlexjoy.com,(833) 286-3538,https://www.crunchbase.com/organization/bundle-x-joy,Private,1,,For Profit,10/18/2022,10
AZ,Sinatra,https://sinatra.ai,2/1/2021,The Platform For Hospitality,,not enough info on their site to explain what they do,,,,,,,,,0,,,"Food and Beverage, Hospitality, Restaurants, Software",,"Scottsdale, Arizona, United States",,Active,,1400000,,,,https://www.crunchbase.com/organization/sinatra-30f4,Private,,,For Profit,10/10/2022,10
AZ,Gravystack,https://gravystack.com,1/1/2020,Gravystack is a financial services.,teens,financial skills,parents,teaching their kids financial skills,,,,gamified app,low,"low - solution seemed kind of lame. Crowded market. It's education not technology, easy to replicate",0,,,"Banking, Financial Services, Life Insurance, Security, Service Industry",,"Phoenix, Arizona, United States","Chad Willardson, David Meltzer, Altrus Capital, Gino Wickman, Loral Langemeier",Active,1,5200000,,info@gravystack.com,,https://www.crunchbase.com/organization/gravystack,Private,1,,For Profit,5/12/2022,50
AZ,Layer 9 Data Centers,https://intro.l9datacenters.com/,1/1/2022,Layer 9 Data Centers is a technology service provider that delivers solutions to cloud service providers and enterprise clients.,,,CIO,cloud data,,,,cloud data centers,low,low - pitch is they are better than aws or gcp because they don't have regional datacenters,0,,,"Cloud Data Services, Information Technology, Software",,"Phoenix, Arizona, United States",,Active,,6825000,,info@l9datacenters.com,773-354-6757,https://www.crunchbase.com/organization/layer-9-data-centers,Private,,,For Profit,5/19/2022,10
AZ,Seedscout,https://www.seedscout.com,1/1/2020,"Expand your network, one intro request at a time.",,,startup companies,find investors,,,,pay to get introductions,low,low - super overpriced,0,,,"Consumer, Consumer Software, Professional Networking, Social Network",,"Tempe, Arizona, United States","Liron Shapira, Kenny Tucker, Eric Ries, Dave Goldblatt, Nick Soman",Active,,400000,,,,https://www.crunchbase.com/organization/seedscout,Private,,,For Profit,4/6/2022,10
AZ,SLYDE,https://www.slydeline.com/,2/1/2021,SLYDE,,,,IT consulting,,,,,,,0,,,"Information Technology, Mobile Apps, Software",,"Scottsdale, Arizona, United States",,Active,,50000,,info@slydeline.com,,https://www.crunchbase.com/organization/slyde-fba6,Private,,,For Profit,10/21/2022,10
AZ,Polls Platform,https://pollsplatform.com,1/1/2020,Leverage the power of group chat polls to grow your business organically,,,people who want to poll,,,,,,low,"low - me too, not good market position",0,,,"B2B, Messaging, Mobile Apps, Software",,"Phoenix, Arizona, United States",,Active,,755000,,,415-470-3949,https://www.crunchbase.com/organization/polls-for-imessage,Private,,,For Profit,8/25/2021,10
AZ,BOXX,http://www.theboxx.io,1/22/2020,IoT of alcohol sales,,,,No info,,,,,,,0,,,"Hardware, Retail, SaaS, Software",,"Scottsdale, Arizona, United States",,Active,,2000000,,lauren@theboxx.io,4804794843,https://www.crunchbase.com/organization/ezbox,Private,3,,For Profit,6/5/2021,10
AZ,ElevateU,https://ElevateU.ai,5/1/2020,"Empowering educators to turn rigid content into engaging learning experiences, replacing textbooks.",,,,,,,,,,,0,,,"Big Data, E-Learning, EdTech, Education, Higher Education, Publishing",,"Tempe, Arizona, United States",,Active,,300000,,info@elevateu.ai,,https://www.crunchbase.com/organization/elevateu,Private,2,,For Profit,11/1/2021,10
AZ,Seedy,https://seedy.com,8/3/2020,"Seedy is the world’s first cannabis marketplace that lets you buy, sell and connect.",,,,,,,,,low,not intersted in cannabis,0,,,"Agriculture, Cannabis, E-Commerce, Farming, Marketplace",Less than $1M,"Phoenix, Arizona, United States",,Active,,250000,,info@seedy.com,602-334-3948,https://www.crunchbase.com/organization/seedy,Private,,,For Profit,9/20/2020,10
AZ,Zample Studio,https://zamplestudio.com/,1/5/2021,Zample Studio is an AI-Based Technology company for websites and managed services,,,,,,,,,low,marketing agency,0,,,"Artificial Intelligence, Graphic Design, Information Technology, Professional Services, Web Design, Web Development",,"Phoenix, Arizona, United States",,Active,,350000,,social@zamplestudio.com,(833) 380-2777,https://www.crunchbase.com/organization/zample-studio,Private,,,For Profit,4/4/2021,50
AZ,Discovery DX,,1/1/2020,Discovery DX (Discovery Diagnostics) will disrupt the market in Point-of-Care Testing (POCT) for infectious diseases.,,,patients and doctors,disease testing,,,,,low,"low - seems like they rode a trend around Covid, no news since 2019",0,,,"Biotechnology, Health Care",,"Scottsdale, Arizona, United States",,Active,,1075000,,,480-280-9192,https://www.crunchbase.com/organization/discovery-dx,Private,,,For Profit,10/29/2020,10
AZ,WAV TECH,http://wavapp.tech,1/19/2021,"A geo-targeted, service hailing app for music & audio pros.",,,musicians,finding gigs,,,,app,low,low - doesn't look successful,0,,,"Apps, Audio, Internet, Mobile, Mobile Apps, Music, Service Industry, Social Media, Software",,"Gilbert, Arizona, United States",,Active,,100000,,info@wavapp.tech,,https://www.crunchbase.com/organization/wav-tech,Private,1,,For Profit,1/25/2021,10
AZ,Koantek,https://koantek.com,1/1/2020,"Koantek is an IT consulting company that offers software solutions for businesses based on data, machine learning, analytics, and security.",,,,,,,,,low,low - IT consulting,0,,,"Analytics, Information Technology, Machine Learning, Software",,"Chandler, Arizona, United States",,Active,,,,Info@koantek.com,-9107471387,https://www.crunchbase.com/organization/koantek,Private,,,For Profit,,50
AZ,DankLocal,https://danklocal.com/,6/1/2021,DankLocal is a technology and marketplace platform dedicated to empowering the cannabis industry's subscription ecosystem.,,,,,,,,,low,low - cannabis,0,,,"Cannabis, E-Commerce Platforms, Subscription Service",,"Phoenix, Arizona, United States",,Active,,,,brandi@danklocal.com,,https://www.crunchbase.com/organization/danklocal,Private,,,For Profit,,10
AZ,Zample Servers,https://www.zampleservers.com/,4/8/2022,"Zample Servers, a new way to host, get ultra-fast performance on almost any game from ARK: Survival Evolved, Minecraft and Garry's Mod",,,,,,,,,low,low - Cloud servers,0,,,"Video Games, Web Hosting",,"Phoenix, Arizona, United States",Zample Corporation,Active,1,20000,,jake@zampleservers.com,,https://www.crunchbase.com/organization/zample-servers,Private,,,For Profit,7/8/2022,10
AZ,WinStreakz Inc.,http://www.winstreakz.com,1/2/2022,Free to play sports picking app that you can win real money prizes,,,people who want to organize their own sports game pools,manage sports pool,,,,online,low,"low - not a standalone service, other existing platforms better positioned to do this?",0,,,"Fantasy Sports, Mobile Apps",,"Scottsdale, Arizona, United States",On Deck,Active,1,125000,,brett@winstreakz.com,480-679-4415,https://www.crunchbase.com/organization/winstreakz-inc,Private,,,For Profit,1/2/2022,10
AZ,JR Capital,https://www.jrwcap.com/,1/1/2020,"JR Capital provides strategic working capital, business loans, equipment financing, and startup loans to grow businesses.",,,,,,,,,,not a startup,0,,,"Finance, Financial Services, Professional Services",,"Scottsdale, Arizona, United States",,Active,,,,,+1 949-297-6295,https://www.crunchbase.com/organization/jr-capital,Private,6,,For Profit,,50
AZ,Signing Day Sports,https://www.signingdaysports.com,1/1/2020,Signing Day Sports is a developer of sports recruitment platform to revolutionize the recruiting process for student-athletes and coaches.,,,,,,,,,low,low - not interested in profiting off of this trend to be your kids agent,0,,,"Recruiting, Sporting Goods, Sports",$1M to $10M,"Scottsdale, Arizona, United States",,Active,,,,media@signingdaysports.com,,https://www.crunchbase.com/organization/signing-day-sports,Private,7,,For Profit,,50
AZ,AudiencePlus,http://www.audienceplus.com,3/11/2022,"We are building software, content, and community to help every company become a media company.",,,,,,,,,low,"low -content marketing, not scalable",0,,,"Content Marketing, Digital Media, Internet, SaaS, Software",,"Phoenix, Arizona, United States",,Active,,,,info@audienceplus.com,(855) 255-2382,https://www.crunchbase.com/organization/audienceplus,Private,,,For Profit,,10
AZ,Rising Cloud,https://RisingCloud.com,2/3/2020,"A smarter, faster cloud (bare-metal speed), remove regional downtime risk forever, reduce your costs (up to 90%) & scale infinitely w/ AI.",,,,,,,,,low,low - not better than existing. Feature that isn't necessarily valuable. ,0,,,"Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management",,"Phoenix, Arizona, United States",,Active,,,,info@risingcloud.com,866-572-1191,https://www.crunchbase.com/organization/rising-cloud,Private,,,For Profit,,10
AZ,Digitile,https://digitile.io/,1/1/2020,"Smart File Search Engine that connects with G-Suite, Slack, Dropbox, and more to deliver all of your files in one sleek view.",,,,,,,,,low,low - feature,0,,,"Enterprise Software, File Sharing, Information Technology, Productivity Tools, SaaS, Search Engine, Software, Visual Search",,"Phoenix, Arizona, United States",Canyon Ventures Center,Active,1,,,sales@digitile.io,480-750-9388,https://www.crunchbase.com/organization/digitile,Private,4,,For Profit,2/5/2020,10
AZ,Astra Canyon Group,https://www.astracanyon.com,1/1/2021,"Astra Canyon Group is an IFS consulting company that offers in-depth knowledge of IFS products, implementation, and related services.",,,IT department,IFS,,,,consulting,low,low,0,,,"Consulting, Information Technology",$10M to $50M,"Tucson, Arizona, United States",,Active,,,,info@astracanyon.com,520-908-6481,https://www.crunchbase.com/organization/astra-canyon-group,Private,4,,For Profit,,50
AZ,Audience Key,https://audiencekey.com/,1/1/2020,"Audience Key is a digital agency that specializes in content marketing, implementation, SEO programs and data visualization systems.",,,,,,,,,low,"low - not scalalbe, digital agency",0,,,"Advertising, Data Visualization, Marketing, SEO",Less than $1M,"Phoenix, Arizona, United States",,Active,,,,social@audiencekey.com,,https://www.crunchbase.com/organization/audience-key,Private,1,,For Profit,,50
AZ,Steadynamic,https://steadynamic.com/,1/1/2020,Steadynamic is a software development and consulting company.,,,,,,,,,low,low - consulting,0,,,"Consulting, Information Technology, Professional Services, Software",,"Phoenix, Arizona, United States",,Active,,,,hello@steadynamic.com,623-738-6214,https://www.crunchbase.com/organization/steadynamic,Private,5,,For Profit,,10
AZ,BankFolio,https://bankfolio.app,1/21/2020,BankFolio is a banking app that helps consumers to manage their bank accounts and cards.,,,job seekers and employers,"getting hired, finding employees",,,,technlogy,low,low - not visibly better and no incentive to try it. Me-too,0,,,"FinTech, iOS, Mobile Apps, Personal Finance, SaaS",,"Tempe, Arizona, United States",,Active,,,,support@bankfolio.app,1 480-389-5742,https://www.crunchbase.com/organization/bankfolio,Private,1,,For Profit,,10
AZ,ElectraTect,https://electratect.com,1/1/2020,ElectraTect provides a portable diagnostic tool for a quantifiable measurement of marijuana consumption.,,,,,,,,,low,low - marijuana consumption meter,0,,,"Hardware, Sensor, Service Industry",,"Phoenix, Arizona, United States",,Active,,,,info@electratect.com,,https://www.crunchbase.com/organization/electratect,Private,,,For Profit,,10
AZ,Outrnr,https://outrnr.com,5/11/2022,Outrnr is an online marketplace to find and book accommodations.,,,,,,,,,low,low - me-too,0,,,"Hospitality, Mobile Apps, Outdoors, Travel, Travel Accommodations",,"Mesa, Arizona, United States",,Active,,,,support@outrnr.com,,https://www.crunchbase.com/organization/outrnr,Private,,,For Profit,,10
AZ,Boozeo,https://www.boozeo.co,7/8/2022,Digital Liquor Ecosystem,,,,,,,,,low,low - liquor,0,,,,,"Phoenix, Arizona, United States",,Active,,,,info@boozeo.co,,https://www.crunchbase.com/organization/boozeo,Private,,,For Profit,,10
AZ,CannaFizz,,1/1/2022,Cannabis Beverage,,,,,,,,,,,0,,,"Cannabis, Food and Beverage",,"Phoenix, Arizona, United States",,Active,,,,CannaFizzDrinks@gmail.com,7576776362,https://www.crunchbase.com/organization/cannafizz,Private,,,For Profit,4/7/2022,10
AZ,Musicshed,https://musicshed.co,5/29/2020,Music streaming marketplace,,,,,,,,,,,0,,,"Marketplace, Media and Entertainment, Music, Music Streaming",,"Phoenix, Arizona, United States",Launchpeer,Active,,,,info@musicshed.co,,https://www.crunchbase.com/organization/musicshed,Private,,,For Profit,2/4/2022,10
